дата;открытие;закрытие;мин;макс
27/11/18;109250;109180;109160;109250
27/11/18;109180;109280;109170;109370
27/11/18;109280;109240;109240;109310
27/11/18;109230;109180;109170;109250
27/11/18;109180;109190;109130;109210
27/11/18;109160;109150;109150;109190
27/11/18;109140;109100;109080;109200
27/11/18;109100;108930;108750;109110
27/11/18;108920;108900;108760;108940
27/11/18;108890;108820;108680;108890
27/11/18;108820;108670;108660;108850
27/11/18;108660;108790;108540;108840
27/11/18;108790;108850;108780;108910
27/11/18;108840;108810;108780;108850
27/11/18;108820;108940;108820;108960
27/11/18;108940;108940;108920;109020
27/11/18;108940;108980;108930;109000
27/11/18;108970;108920;108890;108990
27/11/18;108930;108980;108920;109050
27/11/18;108980;109010;108910;109010
27/11/18;109010;108970;108930;109020
27/11/18;108980;108980;108950;109030
27/11/18;108970;108950;108930;108980
27/11/18;108950;108940;108920;109010
27/11/18;108940;108940;108920;108960
27/11/18;108960;108930;108910;108960
27/11/18;108920;108960;108880;108960
27/11/18;108950;109040;108940;109060
27/11/18;109030;109190;109010;109200
27/11/18;109170;109100;109090;109190
27/11/18;109110;109150;109100;109160
27/11/18;109150;109230;109140;109250
27/11/18;109220;109170;109150;109250
27/11/18;109180;109130;109120;109180
27/11/18;109130;109160;109110;109180
27/11/18;109150;109180;109150;109180
27/11/18;109180;109190;109160;109190
27/11/18;109200;109150;109100;109200
27/11/18;109150;109100;109080;109170
27/11/18;109080;109080;109060;109130
27/11/18;109070;109110;109070;109110
27/11/18;109100;109140;109090;109160
27/11/18;109140;109030;109030;109150
27/11/18;109040;109040;109000;109050
27/11/18;109030;109120;108990;109130
27/11/18;109130;109060;108980;109130
27/11/18;109060;109060;109040;109090
27/11/18;109050;109010;108970;109050
27/11/18;109000;109010;108980;109030
27/11/18;109000;109010;108970;109010
27/11/18;109010;109000;108990;109020
27/11/18;109010;109020;108990;109030
27/11/18;109010;109010;109000;109050
27/11/18;109020;109020;108970;109050
27/11/18;109020;109070;109020;109070
27/11/18;109070;109070;109050;109080
27/11/18;109070;109050;109050;109080
27/11/18;109070;109070;109030;109070
27/11/18;109050;109070;109030;109070
27/11/18;109050;109060;109040;109070
27/11/18;109060;109040;109020;109070
27/11/18;109040;109030;109020;109060
27/11/18;109020;109020;108920;109030
27/11/18;109010;109150;109010;109210
27/11/18;109150;109130;109090;109160
27/11/18;109150;109090;109080;109160
27/11/18;109090;109110;109070;109110
27/11/18;109100;109120;109090;109150
27/11/18;109130;109090;109080;109130
27/11/18;109120;109120;109100;109150
27/11/18;109120;109190;109120;109190
27/11/18;109190;109250;109160;109320
27/11/18;109240;109240;109220;109260
27/11/18;109240;109180;109160;109240
27/11/18;109170;109160;109110;109200
27/11/18;109150;109140;109120;109170
27/11/18;109130;109100;109090;109140
27/11/18;109100;109060;109060;109110
27/11/18;109060;109120;109060;109120
27/11/18;109120;109090;109080;109120
27/11/18;109090;109100;109070;109110
27/11/18;109100;109080;109060;109120
27/11/18;109080;109030;109030;109110
27/11/18;109030;109070;109020;109080
27/11/18;109070;109060;109050;109070
27/11/18;109050;109060;109040;109090
27/11/18;109070;108910;108840;109070
27/11/18;108910;108940;108910;109020
27/11/18;108930;108900;108880;108950
27/11/18;108900;108900;108830;108920
27/11/18;108900;108970;108860;108970
27/11/18;108970;109050;108940;109070
27/11/18;109040;109050;109000;109100
27/11/18;109040;109000;108950;109040
27/11/18;109020;109040;109000;109070
27/11/18;109020;109080;109020;109100
27/11/18;109100;109100;109060;109100
27/11/18;109100;109040;109040;109110
27/11/18;109040;109050;109010;109080
27/11/18;109030;108980;108960;109050
27/11/18;108970;109100;108970;109120
27/11/18;109090;109310;109090;109320
27/11/18;109320;109260;109250;109360
27/11/18;109270;109290;109240;109300
27/11/18;109290;109240;109210;109290
27/11/18;109250;109180;109150;109260
27/11/18;109180;109120;109100;109200
27/11/18;109130;109130;109110;109160
27/11/18;109130;109110;109080;109140
27/11/18;109120;109100;109060;109120
27/11/18;109120;109080;109080;109140
27/11/18;109090;109120;109070;109120
27/11/18;109110;109060;109050;109110
27/11/18;109050;108990;108870;109050
27/11/18;108990;108990;108960;109000
27/11/18;108990;108930;108890;108990
27/11/18;108940;108880;108880;108990
27/11/18;108890;108870;108860;108940
27/11/18;108880;108860;108840;108950
27/11/18;108860;108780;108770;108900
27/11/18;108780;108840;108780;108840
27/11/18;108830;108860;108820;108870
27/11/18;108860;108910;108850;108930
27/11/18;108920;108860;108830;108920
27/11/18;108870;108800;108760;108870
27/11/18;108790;108820;108790;108870
27/11/18;108820;108900;108820;108900
27/11/18;108890;108950;108890;108990
27/11/18;108940;108930;108890;108940
27/11/18;108930;108980;108920;109000
27/11/18;108980;108960;108960;108990
27/11/18;108970;108980;108930;108990
27/11/18;108970;109100;108940;109110
27/11/18;109110;109040;109030;109150
27/11/18;109030;109050;109030;109100
27/11/18;109060;109130;109040;109130
27/11/18;109120;109070;109040;109130
27/11/18;109060;109080;109050;109100
27/11/18;109060;109070;109030;109080
27/11/18;109060;108990;108980;109080
27/11/18;109000;109000;108980;109040
27/11/18;109010;109090;109010;109120
27/11/18;109080;109120;109070;109170
27/11/18;109120;109120;109100;109160
27/11/18;109130;109190;109100;109190
27/11/18;109190;109280;109190;109290
27/11/18;109290;109190;109180;109310
27/11/18;109190;109150;109100;109230
27/11/18;109150;109120;109090;109170
27/11/18;109110;109130;109110;109160
27/11/18;109140;109150;109120;109150
27/11/18;109150;109200;109130;109230
27/11/18;109200;109130;109090;109210
27/11/18;109110;109120;109100;109140
27/11/18;109130;109120;109070;109130
27/11/18;109110;109210;109110;109220
27/11/18;109210;109210;109190;109250
27/11/18;109210;109170;109140;109220
27/11/18;109160;109240;109160;109250
27/11/18;109240;109280;109240;109330
27/11/18;109270;109460;109270;109470
27/11/18;109440;109580;109440;109610
27/11/18;109590;109460;109460;109630
27/11/18;109470;109510;109460;109540
27/11/18;109510;109530;109500;109550
27/11/18;109540;109500;109480;109550
27/11/18;109510;109530;109480;109560
27/11/18;109520;109470;109470;109560
27/11/18;109480;109480;109470;109500
27/11/18;109490;109450;109450;109510
27/11/18;109460;109460;109440;109480
27/11/18;109470;109500;109460;109530
27/11/18;109500;109460;109460;109500
27/11/18;109470;109460;109450;109480
27/11/18;109460;109510;109460;109530
27/11/18;109500;109510;109490;109530
27/11/18;109510;109520;109490;109530
27/11/18;109530;109420;109410;109590
27/11/18;109430;109590;109420;109590
27/11/18;109590;109600;109570;109650
27/11/18;109610;109600;109560;109620
27/11/18;109600;109570;109520;109630
27/11/18;109580;109540;109510;109590
27/11/18;109550;109530;109530;109630
27/11/18;109530;109410;109410;109540
27/11/18;109420;109280;109270;109420
27/11/18;109280;109340;109280;109430
27/11/18;109340;109270;109220;109380
27/11/18;109270;109180;109170;109300
27/11/18;109180;109160;109130;109210
27/11/18;109170;109150;109140;109210
27/11/18;109170;109220;109120;109240
27/11/18;109220;109260;109160;109280
27/11/18;109270;109250;109230;109300
27/11/18;109250;109250;109200;109300
27/11/18;109250;109360;109250;109430
27/11/18;109350;109290;109280;109360
27/11/18;109280;109210;109200;109300
27/11/18;109230;109220;109170;109280
27/11/18;109210;109230;109180;109280
27/11/18;109210;109210;109200;109280
27/11/18;109200;109240;109200;109270
27/11/18;109240;109230;109220;109280
27/11/18;109230;109190;109130;109250
27/11/18;109180;109230;109170;109240
27/11/18;109230;109190;109150;109230
27/11/18;109190;109210;109170;109230
27/11/18;109210;109300;109190;109330
27/11/18;109290;109290;109240;109290
27/11/18;109270;109280;109270;109320
27/11/18;109270;109300;109180;109300
27/11/18;109290;109360;109290;109380
27/11/18;109370;109350;109250;109370
27/11/18;109350;109360;109320;109380
27/11/18;109360;109290;109270;109400
27/11/18;109280;109350;109280;109370
27/11/18;109360;109420;109360;109450
27/11/18;109420;109460;109410;109530
27/11/18;109450;109420;109350;109460
27/11/18;109400;109420;109390;109470
27/11/18;109420;109620;109420;109640
27/11/18;109630;109590;109550;109650
27/11/18;109590;109580;109540;109610
27/11/18;109580;109630;109580;109670
27/11/18;109630;109760;109630;109800
27/11/18;109760;109730;109710;109940
27/11/18;109740;109830;109650;109860
27/11/18;109830;109680;109650;109870
27/11/18;109690;109660;109620;109700
27/11/18;109660;109630;109610;109680
27/11/18;109640;109670;109630;109700
27/11/18;109670;109680;109640;109700
27/11/18;109670;109630;109620;109730
27/11/18;109620;109590;109570;109640
27/11/18;109600;109580;109540;109620
27/11/18;109570;109610;109570;109630
27/11/18;109610;109580;109560;109620
27/11/18;109590;109660;109580;109680
27/11/18;109670;109570;109560;109670
27/11/18;109560;109600;109560;109620
27/11/18;109600;109610;109570;109640
27/11/18;109610;109590;109560;109610
27/11/18;109570;109560;109560;109600
27/11/18;109570;109540;109540;109580
27/11/18;109540;109540;109530;109580
27/11/18;109550;109630;109510;109630
27/11/18;109630;109680;109590;109680
27/11/18;109670;109750;109670;109780
27/11/18;109760;109730;109710;109780
27/11/18;109730;109630;109590;109750
27/11/18;109640;109770;109620;109780
27/11/18;109770;109790;109740;109840
27/11/18;109840;109960;109840;110340
27/11/18;109980;110010;109900;110010
27/11/18;110000;109930;109890;110000
27/11/18;109950;109950;109900;109970
27/11/18;109940;109950;109890;109970
27/11/18;109940;110000;109930;110040
27/11/18;109980;109970;109910;110000
27/11/18;109970;109910;109900;109980
27/11/18;109920;109930;109890;109950
27/11/18;109930;109920;109890;109940
27/11/18;109930;109920;109890;109940
27/11/18;109920;109830;109830;109930
27/11/18;109830;109900;109810;109900
27/11/18;109910;109880;109850;109920
27/11/18;109890;109840;109840;109900
27/11/18;109850;109830;109810;109890
27/11/18;109830;109790;109780;109850
27/11/18;109790;109860;109780;109870
27/11/18;109860;109800;109760;109860
27/11/18;109800;109700;109680;109800
27/11/18;109710;109720;109650;109740
27/11/18;109730;109740;109710;109770
27/11/18;109760;109750;109720;109770
27/11/18;109760;109860;109720;109930
27/11/18;109860;109830;109820;109870
27/11/18;109820;109730;109720;109830
27/11/18;109720;109610;109600;109730
27/11/18;109600;109610;109460;109630
27/11/18;109620;109600;109550;109620
27/11/18;109630;109630;109620;109740
27/11/18;109620;109630;109590;109640
27/11/18;109620;109650;109610;109670
27/11/18;109650;109590;109590;109680
27/11/18;109610;109520;109510;109630
27/11/18;109520;109540;109460;109550
27/11/18;109540;109500;109460;109580
27/11/18;109480;109430;109430;109510
27/11/18;109430;109570;109410;109580
27/11/18;109560;109530;109530;109590
27/11/18;109540;109500;109500;109560
27/11/18;109490;109500;109430;109550
27/11/18;109480;109500;109480;109510
27/11/18;109490;109460;109450;109520
27/11/18;109450;109460;109400;109480
27/11/18;109440;109470;109410;109470
27/11/18;109460;109400;109380;109470
27/11/18;109400;109430;109390;109480
27/11/18;109430;109490;109430;109490
27/11/18;109490;109530;109490;109540
27/11/18;109530;109520;109500;109540
27/11/18;109510;109540;109500;109550
27/11/18;109530;109540;109490;109550
27/11/18;109530;109590;109530;109590
27/11/18;109580;109560;109550;109590
27/11/18;109570;109520;109510;109590
27/11/18;109520;109510;109490;109550
27/11/18;109510;109450;109430;109510
27/11/18;109460;109280;109250;109460
27/11/18;109280;109290;109250;109330
27/11/18;109280;109350;109280;109430
27/11/18;109360;109450;109360;109530
27/11/18;109450;109460;109430;109470
27/11/18;109470;109420;109410;109470
27/11/18;109430;109460;109410;109500
27/11/18;109460;109430;109420;109470
27/11/18;109430;109480;109420;109490
27/11/18;109480;109470;109450;109500
27/11/18;109460;109340;109280;109470
27/11/18;109330;109290;109280;109410
27/11/18;109290;109200;109150;109290
27/11/18;109200;109130;109020;109200
27/11/18;109120;109180;109070;109190
27/11/18;109170;109110;109100;109180
27/11/18;109110;109090;109090;109160
27/11/18;109100;109080;109070;109150
27/11/18;109070;109130;109060;109160
27/11/18;109120;109100;109050;109160
27/11/18;109090;109050;109040;109100
27/11/18;109030;109050;108970;109080
27/11/18;109060;109030;108970;109090
27/11/18;109010;108910;108880;109030
27/11/18;108900;108840;108810;108930
27/11/18;108830;108850;108780;108920
27/11/18;108850;108840;108790;108880
27/11/18;108840;108810;108780;108860
27/11/18;108800;108850;108680;108860
27/11/18;108850;108920;108800;108940
27/11/18;108910;108880;108860;108950
27/11/18;108870;108930;108860;108940
27/11/18;108920;108910;108880;108930
27/11/18;108900;108970;108850;108980
27/11/18;108970;108930;108910;108970
27/11/18;108930;108980;108910;108980
27/11/18;108970;108940;108930;109030
27/11/18;108940;109040;108910;109060
27/11/18;109040;109010;109010;109110
27/11/18;109010;109000;108980;109040
27/11/18;108990;108970;108960;109010
27/11/18;108970;108970;108940;108990
27/11/18;108980;108950;108940;108980
27/11/18;108950;108940;108940;108990
27/11/18;108940;108860;108830;108950
27/11/18;108870;108910;108860;108920
27/11/18;108910;108970;108910;108970
27/11/18;108960;108990;108950;109020
27/11/18;108980;108930;108900;108980
27/11/18;108920;108880;108870;108920
27/11/18;108880;108930;108870;108960
27/11/18;108940;108970;108940;108990
27/11/18;108970;109000;108960;109000
27/11/18;109000;109050;108990;109060
27/11/18;109060;109010;109000;109080
27/11/18;109000;109000;108990;109030
27/11/18;109020;109020;109010;109060
27/11/18;109010;108970;108960;109010
27/11/18;108970;109020;108970;109040
27/11/18;109030;109040;109020;109060
27/11/18;109050;109050;109030;109060
27/11/18;109050;108990;108970;109050
27/11/18;109000;109010;108970;109010
27/11/18;109000;108970;108970;109040
27/11/18;108970;108980;108950;109000
27/11/18;108980;108990;108980;109000
27/11/18;109010;109060;109010;109060
27/11/18;109060;109100;109050;109130
27/11/18;109090;109020;109010;109100
27/11/18;109000;109020;108930;109020
27/11/18;109020;109080;109020;109120
27/11/18;109080;109040;109030;109090
27/11/18;109050;109150;109040;109150
27/11/18;109150;109130;109120;109310
27/11/18;109130;109050;108940;109130
27/11/18;109040;109190;109020;109190
27/11/18;109190;109150;109130;109220
27/11/18;109170;109090;109060;109180
27/11/18;109100;109070;109070;109180
27/11/18;109080;109050;109010;109110
27/11/18;109040;109030;109000;109070
27/11/18;109020;109040;109000;109050
27/11/18;109030;109070;109030;109090
27/11/18;109080;109050;109050;109090
27/11/18;109050;109080;109040;109090
27/11/18;109090;109070;109050;109110
27/11/18;109060;109110;109050;109120
27/11/18;109100;109110;109080;109120
27/11/18;109090;109070;109060;109140
27/11/18;109070;109080;109070;109110
27/11/18;109070;109110;109060;109110
27/11/18;109120;109110;109110;109140
27/11/18;109110;109140;109110;109140
27/11/18;109150;109190;109150;109200
27/11/18;109190;109170;109150;109190
27/11/18;109170;109140;109130;109190
27/11/18;109170;109210;109140;109250
27/11/18;109200;109200;109190;109230
27/11/18;109190;109170;109150;109220
27/11/18;109150;109120;109100;109160
27/11/18;109120;109160;109090;109190
27/11/18;109190;109190;109170;109220
27/11/18;109210;109170;109160;109210
27/11/18;109180;109200;109170;109220
27/11/18;109200;109220;109200;109230
27/11/18;109220;109250;109220;109250
27/11/18;109230;109280;109230;109280
27/11/18;109280;109290;109280;109330
27/11/18;109310;109300;109290;109340
27/11/18;109300;109270;109260;109330
27/11/18;109280;109270;109240;109280
27/11/18;109270;109230;109230;109270
27/11/18;109220;109190;109190;109240
27/11/18;109180;109220;109170;109240
27/11/18;109220;109220;109190;109240
27/11/18;109210;109180;109180;109220
27/11/18;109180;109220;109170;109240
27/11/18;109210;109310;109210;109320
27/11/18;109300;109250;109250;109310
27/11/18;109250;109310;109250;109310
27/11/18;109300;109290;109290;109330
27/11/18;109300;109340;109280;109340
27/11/18;109340;109360;109320;109400
27/11/18;109370;109330;109320;109420
27/11/18;109330;109360;109310;109380
27/11/18;109380;109330;109310;109380
27/11/18;109330;109300;109300;109350
27/11/18;109310;109330;109290;109340
27/11/18;109330;109350;109310;109350
27/11/18;109350;109310;109300;109350
27/11/18;109300;109250;109240;109300
27/11/18;109250;109300;109230;109300
27/11/18;109290;109300;109280;109320
27/11/18;109320;109300;109290;109350
27/11/18;109300;109250;109230;109300
27/11/18;109250;109260;109210;109260
27/11/18;109270;109270;109260;109290
27/11/18;109250;109250;109240;109250
27/11/18;109240;109220;109220;109240
27/11/18;109230;109300;109230;109300
27/11/18;109300;109330;109300;109340
27/11/18;109310;109280;109270;109320
27/11/18;109300;109370;109290;109370
27/11/18;109370;109370;109340;109380
27/11/18;109370;109340;109320;109400
27/11/18;109340;109360;109340;109370
27/11/18;109370;109380;109350;109400
27/11/18;109380;109390;109350;109400
27/11/18;109400;109390;109380;109410
27/11/18;109400;109390;109340;109400
27/11/18;109380;109360;109360;109380
27/11/18;109370;109380;109370;109390
27/11/18;109370;109380;109360;109380
27/11/18;109370;109420;109360;109430
27/11/18;109420;109390;109390;109430
27/11/18;109390;109320;109320;109390
27/11/18;109330;109360;109330;109370
27/11/18;109380;109400;109360;109410
27/11/18;109400;109430;109380;109430
27/11/18;109420;109370;109370;109430
27/11/18;109370;109410;109370;109430
27/11/18;109410;109420;109410;109430
27/11/18;109430;109430;109420;109440
27/11/18;109430;109480;109410;109530
27/11/18;109490;109540;109470;109540
27/11/18;109540;109560;109530;109570
27/11/18;109570;109560;109550;109670
27/11/18;109570;109550;109540;109570
27/11/18;109550;109510;109510;109590
27/11/18;109500;109530;109500;109540
27/11/18;109540;109480;109480;109540
27/11/18;109480;109500;109470;109520
27/11/18;109490;109500;109480;109510
27/11/18;109510;109520;109510;109560
27/11/18;109520;109500;109500;109530
27/11/18;109500;109510;109490;109520
27/11/18;109510;109540;109510;109560
27/11/18;109540;109540;109510;109550
27/11/18;109520;109450;109450;109540
27/11/18;109450;109470;109450;109490
27/11/18;109460;109470;109440;109470
27/11/18;109460;109440;109410;109460
27/11/18;109440;109440;109410;109440
27/11/18;109440;109440;109430;109440
27/11/18;109440;109400;109400;109440
27/11/18;109400;109410;109390;109430
27/11/18;109410;109400;109380;109450
27/11/18;109400;109430;109400;109440
27/11/18;109410;109470;109410;109500
27/11/18;109480;109450;109450;109500
27/11/18;109460;109450;109420;109460
27/11/18;109440;109480;109440;109480
27/11/18;109480;109450;109450;109480
27/11/18;109450;109450;109440;109470
27/11/18;109450;109480;109450;109480
27/11/18;109480;109480;109450;109490
27/11/18;109480;109490;109480;109500
27/11/18;109490;109460;109460;109500
27/11/18;109470;109490;109470;109490
27/11/18;109490;109490;109480;109500
27/11/18;109480;109480;109480;109480
27/11/18;109490;109470;109470;109500
27/11/18;109470;109450;109440;109490
27/11/18;109450;109540;109450;109540
27/11/18;109550;109550;109520;109550
27/11/18;109540;109500;109490;109540
27/11/18;109510;109510;109500;109510
27/11/18;109520;109490;109490;109530
27/11/18;109500;109490;109460;109510
27/11/18;109490;109480;109460;109500
27/11/18;109480;109490;109470;109500
27/11/18;109490;109510;109490;109550
27/11/18;109500;109500;109480;109500
27/11/18;109490;109500;109490;109510
27/11/18;109510;109540;109500;109560
27/11/18;109530;109530;109510;109540
27/11/18;109520;109520;109500;109530
27/11/18;109500;109520;109500;109530
27/11/18;109530;109500;109480;109530
27/11/18;109490;109490;109460;109490
27/11/18;109490;109480;109480;109510
27/11/18;109490;109480;109480;109500
27/11/18;109480;109470;109450;109490
27/11/18;109480;109500;109470;109500
27/11/18;109500;109530;109500;109540
27/11/18;109540;109570;109530;109590
27/11/18;109580;109530;109520;109590
27/11/18;109520;109580;109510;109580
